tmdb_id,title,original_language,language_queried,release_date,popularity,vote_average,vote_count,director_gender,female_leads_top5,male_leads_top5,total_cast,female_in_full_cast,budget,revenue,runtime,genres,production_companies
69636,Ghajini,ta,ta,2005-10-14,0.8824,6.863,102,2,2,3,8,3,3200000,0,182,"['Action', 'Romance', 'Thriller']",['Sri Saravanaa Creaations']
117319,Vishwaroopam,ta,ta,2013-01-25,0.5676,6.307,101,2,2,3,20,4,17000000,51000000,147,"['Action', 'Thriller']","['Aascar Films', 'PVP Cinema', 'Raajkamal Films International']"
579974,RRR,te,te,2022-03-24,12.7669,7.716,1599,2,2,3,31,6,69000000,160000000,187,"['Action', 'Adventure', 'Drama']",['DVV Entertainment']
857598,Pushpa 2 - The Rule,te,te,2024-12-04,10.144,6.29,143,2,1,4,34,9,52900000,219000000,201,"['Action', 'Drama', 'Thriller', 'Crime']","['Mythri Movie Makers', 'Sukumar Writings', 'CineSpare']"
770906,Salaar: Part 1 - Ceasefire,te,te,2023-12-21,6.8985,6.674,112,2,2,3,34,5,34000000,87229100,175,"['Action', 'Crime', 'Drama']",['Hombale Films']
801688,Kalki 2898-AD,te,te,2024-06-26,5.9965,6.389,176,2,1,4,53,8,75000000,141000000,176,"['Drama', 'Action', 'Fantasy', 'Science Fiction']","['Vyjayanthi Movies', 'Annapurna Studios']"
811941,Devara: Part 1,te,te,2024-09-26,4.639,6.922,217,2,0,5,31,9,31764000,54216867,175,"['Action', 'Drama']","['N. T. R. Arts', 'Yuvasudha Arts']"
350312,Bāhubali 2: The Conclusion,te,te,2017-04-27,4.8366,7.46,852,2,1,4,15,6,31000000,280700000,167,"['Action', 'Adventure', 'Fantasy']",['Arka Media Works']
690957,Pushpa: The Rise,te,te,2021-12-16,4.8307,6.757,183,2,2,3,26,6,17200000,45800000,179,"['Action', 'Drama', 'Thriller']","['Mythri Movie Makers', 'Muttamsetty Media']"
256040,Bāhubali: The Beginning,te,te,2015-07-10,4.3086,7.533,928,2,3,2,25,8,25130430,90747520,159,"['Action', 'Drama']",['Arka Media Works']
628241,Ala Vaikunthapurramuloo,te,te,2020-01-12,3.4323,6.588,108,2,1,4,30,8,11450000,34000000,165,"['Action', 'Comedy', 'Drama', 'Family']","['Geetha Arts', 'Haarika & Hassine Creations']"
894803,Sita Ramam,te,te,2022-08-05,3.2795,7.8,105,2,2,3,29,6,3400000,11800000,158,"['History', 'Romance', 'Drama']","['Vyjayanthi Movies', 'Swapna Cinema']"
454292,Saaho,te,te,2019-08-29,3.8255,5.7,111,2,2,3,25,5,51000000,55000000,171,"['Action', 'Adventure', 'Thriller']",['UV Creations']
683342,V,te,te,2020-09-05,1.3375,6.604,130,2,2,3,21,4,0,0,140,"['Action', 'Crime', 'Thriller']",['Sri Venkateswara Creations']
23790,Magadheera,te,te,2009-07-31,1.5819,7.2,142,2,1,4,18,5,4583500,15278500,164,['Action'],['Geetha Arts']
148265,Eega,te,te,2012-07-05,1.1226,7.073,245,2,1,4,16,4,5990000,19450000,145,"['Fantasy', 'Action']",['Vaaraahi Chalana Chitram']
473234,Arjun Reddy,te,te,2017-08-25,0.9767,6.983,118,2,2,3,18,9,780000,8000000,187,"['Drama', 'Romance']",['Bhadrakali Pictures']
